segment,replicate.no,obs.sp,total_attempts,success_attempts,duration,worms1,crabs1,fishfry1,mollusks1,success_prop,worms,crabs,mollusks,fishfry,food.div,food.rich,food.abund,high.count,total.count,prop.foraging,prop.preening,prop.locomotion,prop.resting,prop.alert,high.div,rich,high.abund,total.div,total.abund,temp,pref,island
5,1,Eurasian Curlew,22,12,3,0,0,0,0,0.545454545,517,0,0,0,0,1,517,14,9.666666667,0.827586207,0.034482759,0,0.137931034,0,1.32799039,6,24,1.035703906,14.16666667,17.83333333,prefers other foods,Nijhum Dweep
5,1,Eurasian Curlew,27,17,3,0,0,0,0,0.62962963,517,0,0,0,0,1,517,14,9.666666667,0.827586207,0.034482759,0,0.137931034,0,1.32799039,6,24,1.035703906,14.16666667,17.83333333,prefers other foods,Nijhum Dweep
5,1,Common Greenshank,28,9,3,0,0,0,0,0.321428571,517,0,0,0,0,1,517,2,1.666666667,1,0,0,0,0,1.32799039,6,24,1.035703906,14.16666667,17.83333333,prefers worms,Nijhum Dweep
5,1,Common Greenshank,17,4,3,0,0,0,0,0.235294118,517,0,0,0,0,1,517,2,1.666666667,1,0,0,0,0,1.32799039,6,24,1.035703906,14.16666667,17.83333333,prefers worms,Nijhum Dweep
5,1,Common Greenshank,22,9,3,0,0,0,0,0.409090909,517,0,0,0,0,1,517,2,1.666666667,1,0,0,0,0,1.32799039,6,24,1.035703906,14.16666667,17.83333333,prefers worms,Nijhum Dweep
5,1,Common Greenshank,28,7,3,0,0,0,0,0.25,517,0,0,0,0,1,517,2,1.666666667,1,0,0,0,0,1.32799039,6,24,1.035703906,14.16666667,17.83333333,prefers worms,Nijhum Dweep
5,1,Common Greenshank,29,12,3,0,0,0,0,0.413793103,517,0,0,0,0,1,517,2,1.666666667,1,0,0,0,0,1.32799039,6,24,1.035703906,14.16666667,17.83333333,prefers worms,Nijhum Dweep
5,1,Eurasian Curlew,15,3,3,0,0,0,0,0.2,517,0,0,0,0,1,517,14,9.666666667,0.827586207,0.034482759,0,0.137931034,0,1.32799039,6,24,1.035703906,14.16666667,17.83333333,prefers other foods,Nijhum Dweep
5,1,Lesser/Greater Sand-Plover,39,4,3,0,0,0,0,0.102564103,517,0,0,0,0,1,517,2,0.5,1,0,0,0,0,1.32799039,6,24,1.035703906,14.16666667,17.83333333,prefers worms,Nijhum Dweep
5,1,Eurasian Curlew,27,9,3,0,0,0,0,0.333333333,517,0,0,0,0,1,517,14,9.666666667,0.827586207,0.034482759,0,0.137931034,0,1.32799039,6,24,1.035703906,14.16666667,17.83333333,prefers other foods,Nijhum Dweep
5,1,Lesser/Greater Sand-Plover,23,6,3,0,0,0,0,0.260869565,517,0,0,0,0,1,517,2,0.5,1,0,0,0,0,1.32799039,6,24,1.035703906,14.16666667,17.83333333,prefers worms,Nijhum Dweep
5,1,Eurasian Curlew,15,5,3,0,2,3,0,0.333333333,517,0,0,0,0,1,517,14,9.666666667,0.827586207,0.034482759,0,0.137931034,0,1.32799039,6,24,1.035703906,14.16666667,17.83333333,prefers other foods,Nijhum Dweep
5,1,Eurasian Curlew,19,11,3,0,0,0,0,0.578947368,517,0,0,0,0,1,517,14,9.666666667,0.827586207,0.034482759,0,0.137931034,0,1.32799039,6,24,1.035703906,14.16666667,17.83333333,prefers other foods,Nijhum Dweep
5,1,Eurasian Curlew,29,12,3,0,0,0,0,0.413793103,517,0,0,0,0,1,517,14,9.666666667,0.827586207,0.034482759,0,0.137931034,0,1.32799039,6,24,1.035703906,14.16666667,17.83333333,prefers other foods,Nijhum Dweep
5,1,Common Redshank,59,9,3,0,1,4,2,0.152542373,517,0,0,0,0,1,517,3,1.833333333,1,0,0,0,0,1.32799039,6,24,1.035703906,14.16666667,17.83333333,prefers worms,Nijhum Dweep
5,1,Common Sandpiper,28,2,2,0,0,0,0,0.071428571,517,0,0,0,0,1,517,0,0,0,0,0,0,0,1.32799039,6,24,1.035703906,14.16666667,17.83333333,prefers other foods,Nijhum Dweep
2,1,Common Redshank,44,14,3,0,0,0,0,0.318181818,417,17,0,17,0.315396287,3,450,11,7.333333333,0.772727273,0.090909091,0.136363636,0,0,1.058082786,4,30,0.954459419,15.33333333,17.5,prefers worms,Nijhum Dweep
